id,budget,runtime,revenue,release_month,release_day,release_year,release_dayofweek,release_quarter,high_budget_adjacency,is_collection,has_homepage,original_title_letter_count,original_title_word_count,overview_word_count,num_genres,genres_popularity,num_keywords,keywords_popularity,num_prod_companies,prod_companies_popularity,num_producers,producers_popularity,num_crew,num_director,director_popularity,num_prod_countries,prod_countries_popularity,language,num_spoken_lang,num_cast,num_females,is_lead_female,cast_popularity,top5_popularity,inflation_budget,scaled_budget,budget_num_cast_ratio,budget_runtime_ratio
2375,2500000,89,52604,8,26,2010,3,3,2,0,1,10,2,59,3,536,3,4.333333333,2,0,3,0.5,8,1,0.25,1,1790,0,1,25,5,1,2.2,5.4,2905000,14.73180169,100000,28089.88764
2376,60000000,101,95673607,2,8,2007,3,1,0,1,0,6,1,26,1,731,2,0,3,12.33333333,2,2.111111111,9,1,0.333333333,1,1790,0,1,15,3,0,4.466666667,6.8,72960000,17.90985514,4000000,594059.4059
2377,2300000,155,11100000,7,4,2008,4,3,2,1,0,23,5,99,3,741,0,0,1,0,1,0.5,4,1,0.5,1,68,0,1,12,3,0,1.333333333,1.2,2755400,14.64842012,191666.6667,14838.70968
2378,25000000,119,92991835,9,28,2007,4,3,0,1,0,15,2,34,3,548.6666667,9,1.666666667,3,6.333333333,8,2.3125,16,1,1.25,1,1790,0,1,18,7,0,4.944444444,10.6,30400000,17.03438642,1388888.889,210084.0336
2379,13000000,91,9789900,4,3,1996,2,2,0,1,1,8,1,27,3,731.6666667,5,5,2,52,1,2,5,1,0.6,1,1790,0,1,10,3,1,5.3,3.4,18382000,16.38045999,1300000,142857.1429
2381,4000000,104,9304609,1,11,2002,4,1,0,1,1,9,1,29,3,741,14,5.357142857,2,0,3,0.5,10,1,0.2,1,1790,0,1,9,4,0,3.333333333,3.6,5224000,15.20180517,444444.4444,38461.53846
2383,8000000,129,18124262,11,5,2010,4,4,1,1,0,12,2,27,2,910,8,5.75,2,5.5,3,0.6,20,1,0.1,1,264,0,1,14,6,0,4,5,9296000,15.89495222,571428.5714,62015.50388
2388,90000000,94,886686817,6,29,2009,0,2,2,0,0,30,6,37,4,354.75,8,23,2,0,2,1,8,1,0.625,1,1790,0,1,27,9,0,4.851851852,8.6,106200000,18.31532024,3333333.333,957446.8085
2389,30000000,109,95714875,6,26,2009,4,2,3,1,0,18,3,95,1,1089,6,6,3,0,11,1.5,22,1,0.318181818,1,1790,0,2,16,7,1,4.0625,8.6,35400000,17.21670797,1875000,275229.3578
2391,7500000,155,10000000,7,23,2010,4,3,1,1,0,13,2,104,2,910,1,0,0,0,0,0,11,1,0.090909091,1,68,1,1,10,2,0,1.7,2,8715000,15.83041371,750000,48387.09677
2392,5500000,130,141195658,12,16,1965,2,4,0,0,0,11,1,46,3,540.6666667,11,4.727272727,2,38.5,3,0.8125,16,1,0.125,4,550.5,0,2,19,6,0,2.789473684,3.8,10846000,15.52025883,289473.6842,42307.69231
2393,5000000,129,7338987,11,2,2002,5,4,0,0,1,15,2,99,3,701.3333333,5,9.4,1,0,9,0.5625,16,1,0.125,1,33,12,1,15,1,0,1.4,1.8,6530000,15.42494867,333333.3333,38759.68992
2395,35000000,88,147934180,3,18,2001,6,1,1,0,1,8,2,66,4,480.75,6,11.66666667,3,6.333333333,5,2.054545455,55,1,1.018181818,1,1790,0,2,16,3,1,7.125,7.4,46340000,17.37085865,2187500,397727.2727
2397,60000000,133,204594016,8,12,2010,3,3,1,1,0,13,3,108,1,1089,5,8.8,3,27.66666667,4,1.9375,16,1,0.25,1,1790,0,3,19,9,1,5.052631579,11.4,69720000,17.90985514,3157894.737,451127.8195
2398,80000000,117,309492681,11,8,1996,4,4,2,1,1,6,1,23,2,623,8,11.5,2,25.5,3,3.4375,16,1,0.625,1,1790,0,1,38,5,0,3.473684211,9,113120000,18.19753721,2105263.158,683760.6838
2399,18000000,111,20275812,12,27,2013,4,4,2,1,1,9,2,38,1,1089,2,0,3,0,5,0.434782609,46,1,0.260869565,1,1790,0,1,19,7,0,4.263157895,5.4,19944000,16.70588237,947368.4211,162162.1622
2402,60000000,109,37000000,11,22,1994,1,4,1,1,1,6,1,19,3,446,10,5,2,78.5,1,3.333333333,9,1,1.333333333,1,1790,0,1,66,12,0,2.181818182,10,87000000,17.90985514,909090.9091,550458.7156
2403,60000000,101,170268750,3,5,2004,4,1,1,1,1,15,3,43,2,553,3,0,5,38,7,0.431192661,109,1,0.146788991,1,1790,0,2,84,31,0,2.964285714,10.4,76200000,17.90985514,714285.7143,594059.4059
2404,47000000,125,15691192,12,21,1990,4,4,1,1,1,27,5,29,2,910,5,8.6,1,171,3,1.083333333,12,1,1.333333333,1,1790,0,1,22,7,0,7.181818182,10.6,71534000,17.66565818,2136363.636,376000
2405,37000000,125,154026136,9,15,2010,2,3,2,1,0,8,2,68,3,699.3333333,18,9,4,47.5,6,1.263157895,38,1,0.157894737,1,1790,0,1,48,5,0,3.145833333,7.6,42994000,17.4264285,770833.3333,296000
2406,2500000,102,3003,2,14,2012,1,1,2,1,1,12,2,26,1,1089,1,0,2,0,0,0,19,1,0.105263158,1,1790,0,1,7,4,1,6.142857143,7.8,2815000,14.73180169,357142.8571,24509.80392
2407,4000000,111,65046687,10,21,2016,4,4,2,1,0,9,1,38,1,1089,15,11.6,4,0,6,0.337078652,89,1,0.056179775,1,1790,0,1,21,2,0,1.714285714,3.8,4216000,15.20180517,190476.1905,36036.03604
2409,16000000,91,4409328,2,1,1991,4,1,0,1,1,3,1,98,3,778.3333333,1,0,2,9.5,0,0,4,1,0.25,1,1790,0,1,9,1,0,2.444444444,3.6,24064000,16.58809934,1777777.778,175824.1758
2410,32000000,129,48814909,9,13,2000,2,3,0,1,1,12,3,62,1,1089,2,4,1,23,4,0.818181818,11,1,0.090909091,1,1790,0,1,12,2,0,6.666666667,11.2,42944000,17.28124649,2666666.667,248062.0155
2411,20000000,90,18599102,2,20,2009,4,1,0,1,0,9,2,31,1,731,3,63,4,4,0,0.2,5,1,0.2,1,1790,0,1,24,14,0,3,3,23600000,16.81124288,833333.3333,222222.2222
2412,60000000,123,223664608,11,11,1994,4,4,0,0,1,26,4,18,2,323,7,10.71428571,1,0,3,0.444444444,18,1,0.111111111,1,1790,0,2,15,6,0,6.2,12.8,87000000,17.90985514,4000000,487804.878
2413,65000000,93,44806783,11,21,2012,2,4,1,1,0,8,2,100,4,394.25,5,11.6,2,0,4,0.733333333,15,1,0.066666667,1,1790,0,2,98,18,0,1.642857143,4.8,73190000,17.98989784,663265.3061,698924.7312
2414,3400000,112,660537,10,4,1985,4,4,0,1,1,5,1,60,3,741,2,97,2,0,0,0,1,1,1,1,48,0,1,17,4,0,1.470588235,2,5480800,15.03928628,200000,30357.14286
2417,2500000,99,6341684,6,26,2015,4,2,1,1,0,11,2,44,2,861.5,20,13.05,6,0,11,0.882352941,34,1,0.264705882,2,895,0,2,9,4,0,3.888888889,6,2680000,14.73180169,277777.7778,25252.52525
2418,3000000,100,4000000,6,29,1971,1,2,0,1,1,35,6,48,2,196.5,11,14.90909091,2,67,2,0.142857143,14,1,0.071428571,1,1790,0,3,36,3,0,1.277777778,1.8,5592000,14.91412318,83333.33333,30000
2419,35000000,108,113374103,7,7,1995,4,3,3,0,1,7,1,55,3,368,15,6.866666667,1,63,3,0.325581395,43,1,0.23255814,1,1790,0,1,53,20,1,3.150943396,12.2,50120000,17.37085865,660377.3585,324074.0741
2420,55000000,134,141047179,12,14,1996,5,4,0,1,0,5,1,35,3,421.3333333,8,3.25,2,9.5,3,1.555555556,9,1,1.333333333,2,898.5,0,2,12,3,1,3.166666667,5.6,77770000,17.82284376,4583333.333,410447.7612
2421,4000000,103,4100000,4,28,2009,1,2,3,0,0,8,2,56,4,360,5,3.2,3,0,2,0.333333333,18,1,0.055555556,1,1790,0,1,26,10,1,1.923076923,2.2,4720000,15.20180517,153846.1538,38834.95146
2424,500000,157,500000,8,25,1999,2,3,1,1,1,9,1,133,0,0,0,0,0,0,1,0.166666667,6,1,0.333333333,1,68,0,1,11,1,0,2.545454545,3.4,680000,13.12236538,45454.54545,3184.713376
2425,60000000,105,73648228,7,28,1999,2,3,3,1,1,13,3,80,3,498.3333333,5,1.6,4,51.75,7,0.344594595,148,1,0.040540541,2,919,0,1,18,2,0,4.944444444,8,81600000,17.90985514,3333333.333,571428.5714
2430,15000000,90,19158074,10,11,2002,4,4,0,1,1,16,2,63,5,426.8,10,14.8,1,55,0,0,1,1,1,1,1790,0,2,8,3,1,6.25,5.4,19590000,16.52356083,1875000,166666.6667
2431,17000000,154,10000000,5,6,1963,6,2,0,1,1,17,4,51,3,602,3,4,2,0,3,0.692307692,13,2,0.384615385,1,1790,0,1,17,3,0,3,5.8,34136000,16.64872396,1000000,110389.6104
2432,40000000,134,320170008,5,13,2016,4,2,1,0,0,15,3,24,1,243,10,8.9,7,13.85714286,2,0.333333333,54,1,0.203703704,2,942,0,1,30,8,0,2.633333333,4.6,42160000,17.50439004,1333333.333,298507.4627
2437,4300000,149,3376375,11,24,2016,3,4,0,1,1,12,2,18,2,746,0,0,3,0,3,0.466666667,15,1,0.333333333,1,68,1,1,8,1,1,1.75,2.2,4532200,15.27412581,537500,28859.0604
2438,120000000,130,325756637,3,15,2000,2,1,0,1,1,17,3,54,1,1089,10,0,3,57,3,1.375,16,1,0.75,1,1790,0,1,29,9,0,6.103448276,15,161040000,18.60300231,4137931.034,923076.9231
2439,6400000,107,40084041,2,7,1986,4,1,0,1,1,22,4,23,2,910,11,4.363636364,1,17,4,1,12,1,1.166666667,1,1790,0,1,24,7,0,5.291666667,8,10201600,15.6718087,266666.6667,59813.08411
2440,50000000,110,26199517,8,4,2002,6,3,1,1,1,10,2,27,4,570,8,17.625,2,85.5,3,0.727272727,33,1,0.636363636,1,1790,0,2,18,6,0,4.055555556,5.8,65300000,17.72753358,2777777.778,454545.4545
2441,27000000,110,56308881,2,24,2006,4,1,0,1,1,19,3,53,4,570,18,10.83333333,6,2,7,0.8125,16,1,0.0625,2,960,0,1,17,2,0,7.117647059,14,33318000,17.11134746,1588235.294,245454.5455
2442,3000000,95,14418922,11,16,1984,4,4,0,1,1,18,4,64,3,407.6666667,3,9.333333333,3,0,4,0.4,10,1,0.2,1,1790,0,1,17,6,1,2.235294118,2.6,4890000,14.91412318,176470.5882,31578.94737
2443,50000000,98,106303988,3,12,2009,3,1,2,1,1,22,4,38,6,377.3333333,9,20.33333333,2,27.5,0,0,10,1,0.5,1,1790,0,1,45,10,0,3.133333333,7.6,59000000,17.72753358,1111111.111,510204.0816
2444,68000000,124,698491347,6,23,2010,2,2,1,0,0,26,4,80,4,514.25,6,9.5,5,4.6,6,0.897435897,39,1,0.051282051,1,1790,0,1,42,17,1,3.238095238,5.2,79016000,18.03501828,1619047.619,548387.0968
2446,16000000,91,32155047,10,7,1988,4,4,0,0,1,12,2,32,3,419.3333333,4,4,2,61.5,2,0.378378378,37,1,0.027027027,1,1790,0,1,12,1,0,4.25,5.6,24928000,16.58809934,1333333.333,175824.1758
2447,4500000,116,10400000,6,27,1956,1,2,0,1,1,9,2,68,2,732.5,9,21.44444444,2,85.5,2,0.5,10,1,1.8,1,1790,0,1,10,0,0,3.3,3.2,9603000,15.31958818,450000,38793.10345
2448,7500000,96,231411584,12,5,2007,2,4,1,1,0,4,1,25,3,741,11,7.909090909,2,11.5,10,0.416666667,72,1,0.083333333,1,1790,0,1,30,18,1,3.833333333,9.2,9120000,15.83041371,250000,78125
2449,60000000,120,56359980,3,1,2001,3,1,1,1,1,10,2,95,3,540.3333333,43,14.34883721,4,17.25,0,0,0,0,0,2,960,0,4,20,0,0,0,0,79440000,17.90985514,3000000,500000
2450,35000000,106,36779296,11,15,2000,2,4,2,1,1,6,1,26,2,746,5,1.6,1,35,1,1.833333333,6,1,0.666666667,1,1790,0,1,18,6,0,4.944444444,8.6,46970000,17.37085865,1944444.444,330188.6792
2451,1821052,111,1300000,6,29,1951,3,2,0,1,1,15,4,36,1,1089,12,6.583333333,1,134,1,0.424242424,33,1,0.636363636,1,1790,0,3,32,4,0,1.5,1.4,4050019.648,14.41492546,56907.875,16405.87387
2453,37000000,113,95404397,9,23,2011,4,3,1,0,0,12,2,20,2,646.5,5,4,2,0,5,0.833333333,18,1,0.111111111,1,1790,0,1,19,5,0,4,9.8,42328000,17.4264285,1947368.421,327433.6283
2454,15000000,89,1914166,9,12,2004,6,3,0,1,0,13,3,71,1,731,11,5.090909091,4,0,0,0.2,10,1,0.8,1,1790,0,1,17,5,0,2.764705882,3.4,19050000,16.52356083,882352.9412,168539.3258
2455,58000000,119,44000000,6,7,2013,4,2,4,1,0,14,2,25,1,731,7,0,5,33.6,8,2.95,20,1,0.3,1,1790,0,1,117,11,0,1.914529915,10.2,64264000,17.87595359,495726.4957,487394.958
2456,50000000,106,549368315,6,29,2012,4,2,0,0,0,3,1,30,2,460,5,20.2,3,52.33333333,4,0.21686747,83,1,0.096385542,1,1790,0,1,50,10,0,2.98,8,56300000,17.72753358,1000000,471698.1132
2457,14000000,104,6856989,9,3,2005,5,3,0,1,1,10,2,61,2,646.5,0,0,0,0,0,0,1,1,1,1,1790,0,1,5,3,0,6,6,17528000,16.45456796,2800000,134615.3846
2460,100000000,102,268426634,5,15,2013,2,2,0,1,1,4,1,43,4,219.25,2,4.5,2,0,2,0.47826087,23,1,0.173913043,1,1790,0,1,25,4,0,3.36,7,110800000,18.42068075,4000000,980392.1569
2461,25000000,129,82466670,8,31,2005,2,3,0,1,1,21,3,45,3,635,8,3,7,8.285714286,11,0.375,72,1,0.013888889,4,554,0,4,20,4,0,3.45,8.8,31300000,17.03438642,1250000,193798.4496
2462,1900000,102,240093,12,31,2000,6,4,0,1,1,4,1,73,2,910,0,0,0,0,0,0,4,1,0.75,1,32,9,1,7,0,0,1.142857143,1.2,2549800,14.45736497,271428.5714,18627.45098
2463,18000000,112,6212282,2,18,2016,3,1,2,1,0,16,2,17,3,571.3333333,8,12.75,3,57,2,0.239130435,46,1,0.086956522,1,1790,0,1,36,11,0,3.694444444,8.6,18972000,16.70588237,500000,160714.2857
2465,22000000,181,424208848,11,9,1990,4,4,0,1,1,18,3,42,3,498.6666667,3,0,2,0,3,0.28358209,67,1,0.074626866,2,1027,0,1,57,2,0,1.701754386,4,33484000,16.90655306,385964.9123,121546.9613
2466,19000000,97,6928068,3,4,2011,4,1,2,1,0,20,4,83,3,741,9,12.11111111,4,15.75,3,0.488888889,45,1,0.066666667,2,960,0,1,28,9,0,2.928571429,5.2,21736000,16.75994959,678571.4286,195876.2887
2467,37000000,105,26250020,5,27,2015,2,2,3,1,1,5,1,31,3,741,6,25.83333333,2,6.5,5,0.543209877,81,1,0.111111111,1,1790,0,2,17,7,0,6.235294118,11.8,39664000,17.4264285,2176470.588,352380.9524
2468,18000000,103,41382841,10,5,1986,6,4,0,1,1,21,4,23,4,603,2,11.5,2,26,2,2,8,1,0.875,1,1790,0,1,17,9,0,4.823529412,9.4,28692000,16.70588237,1058823.529,174757.2816
2469,25000000,115,14048372,5,31,1996,4,2,1,0,1,11,2,47,4,419.25,18,3.055555556,3,0,4,0.253968254,63,1,0.031746032,2,900.5,0,1,23,6,0,2.47826087,6.4,35350000,17.03438642,1086956.522,217391.3043
2470,85000000,108,78382433,2,6,2002,2,1,0,1,0,17,2,30,3,778.3333333,8,17,4,42.75,4,0.152317881,151,1,0.013245033,1,1790,0,2,21,3,0,6.095238095,11.8,111010000,18.25816183,4047619.048,787037.037
2471,2500000,110,15014674,8,3,1979,4,3,0,0,1,22,3,12,3,634,3,2,2,78.5,2,1.25,16,1,0.625,1,1790,0,1,22,8,1,2.954545455,2.4,4300000,14.73180169,113636.3636,22727.27273
2472,28000000,98,14010832,8,24,2001,4,3,0,1,0,14,3,94,3,368,7,0,3,5.333333333,1,0.083333333,24,1,0.625,1,1790,0,1,21,8,1,4.714285714,9.8,37072000,17.1477151,1333333.333,285714.2857
2473,175000000,93,331926147,11,14,2015,5,4,2,1,0,17,3,18,3,229.3333333,9,6.333333333,2,27.5,2,0.909090909,11,1,0.454545455,1,1790,0,1,19,2,0,4.105263158,4.8,187600000,18.98029654,9210526.316,1881720.43
2474,500000,93,150277,1,13,2002,6,1,0,1,1,3,1,24,4,592.25,5,21.4,2,0,4,0.333333333,12,1,0.5,1,1790,0,1,17,8,1,2.529411765,4.2,653000,13.12236538,29411.76471,5376.344086
2476,132000000,92,373552094,11,22,2014,5,4,0,0,1,22,3,28,4,354.75,3,12.33333333,1,0,0,0,4,2,0.5,1,1790,0,1,16,2,0,4.125,3.8,143880000,18.69831249,8250000,1434782.609
2477,30000000,90,212385533,11,10,1995,4,4,2,0,1,30,5,59,3,494,4,4,3,63.33333333,4,2.727272727,11,1,0.181818182,1,1790,0,1,15,1,0,3.8,6.6,42960000,17.21670797,2000000,333333.3333
2479,24000000,93,68729358,10,17,2009,5,4,1,1,0,26,6,42,2,406.5,7,0.857142857,3,6,3,0.463414634,41,1,0.12195122,2,1027,0,1,35,1,0,4.114285714,13,28320000,16.99356443,685714.2857,258064.5161
2480,70000000,115,56702901,3,5,1998,3,1,1,1,1,14,3,57,1,1089,6,6,3,61.66666667,4,2.666666667,15,1,0.666666667,1,1790,15,1,19,2,0,7.157894737,12.2,96460000,18.06400581,3684210.526,608695.6522
2481,6400000,144,18800000,7,13,2012,4,3,2,1,1,8,1,64,3,741,2,36.5,3,0,3,0.333333333,9,1,0.222222222,2,166,1,1,7,3,1,1.571428571,1.8,7206400,15.6718087,914285.7143,44444.44444
2482,30000000,133,51148651,11,18,2010,3,4,1,1,0,19,4,106,4,625.25,7,0.857142857,3,8.666666667,7,1.833333333,18,1,0.666666667,2,969,0,1,42,20,0,3.571428571,7.8,34860000,17.21670797,714285.7143,225563.9098
2483,43000000,97,56681566,1,13,2005,3,1,0,1,0,7,1,31,2,400.5,4,14.25,8,23.5,6,0.63963964,111,1,0.054054054,2,942,0,2,20,4,1,3.05,7.2,53836000,17.5767107,2150000,443298.9691
2486,125000000,139,362637473,3,20,2014,3,1,2,1,0,4,1,19,2,732.5,4,10.75,4,40.75,6,0.666666667,75,1,0.2,1,1790,0,1,18,4,0,5.666666667,9.4,136250000,18.6438243,6944444.444,899280.5755
2487,120000000,135,93945766,5,9,2008,4,2,2,1,0,11,2,50,3,355,6,44,6,39,11,3.192307692,26,2,0.692307692,3,656,0,1,26,5,0,4,7.4,143760000,18.60300231,4615384.615,888888.8889
2488,1202007,103,2948386,12,28,1945,3,4,0,1,1,14,2,32,1,1089,11,11.90909091,2,0,2,0.333333333,18,1,0.111111111,1,1790,0,1,58,8,0,1.293103448,1.4,2803080.324,13.99950405,20724.25862,11669.97087
2489,23600000,88,102391382,10,7,2009,2,4,0,1,0,10,1,50,2,487,20,13,3,43.33333333,5,3.444444444,9,1,0.222222222,1,1790,0,1,16,6,0,4.25,7.6,27848000,16.97675731,1475000,268181.8182
2490,22000000,91,40120144,5,19,2017,4,2,0,0,1,35,8,27,2,467.5,0,0,1,0,2,1,7,1,0.428571429,1,1790,0,1,15,1,0,1.533333333,2.2,22792000,16.90655306,1466666.667,241758.2418
2492,135000,94,10474,9,10,2010,4,3,2,1,0,5,1,75,3,674.6666667,0,0,3,0,5,0.666666667,12,2,0.416666667,1,1790,0,1,12,3,0,1.083333333,1.2,156870,11.81303746,11250,1436.170213
2493,1200000,114,2861020,4,19,2013,4,2,0,1,0,8,2,38,1,1089,1,10,2,0,0,0.5,6,1,0.166666667,1,1790,0,2,14,2,0,1.642857143,1.4,1329600,13.99783295,85714.28571,10526.31579
2494,500000,88,8679814,1,26,2003,6,1,0,1,1,17,3,38,2,910,5,10.2,2,0,3,0.1875,16,1,0.25,1,1790,0,1,15,6,0,4.2,5.4,644000,13.12236538,33333.33333,5681.818182
2496,2500000,128,3200000,1,1,1987,3,1,0,1,0,22,4,66,3,560.3333333,8,4.625,3,0,2,0.384615385,13,1,0.923076923,2,139,13,3,10,0,0,2.1,3,3940000,14.73180169,250000,19531.25
2498,35000000,127,41954997,2,27,1997,3,1,1,1,1,13,2,23,3,699.3333333,10,4.7,4,12.5,6,1.461538462,13,1,0.461538462,1,1790,0,3,13,1,0,6.923076923,8.6,48860000,17.37085865,2692307.692,275590.5512
2499,3500000,90,2294357,4,15,2010,3,2,0,0,1,23,5,13,2,430.5,0,0,0,0,4,0.5,8,1,0.25,1,34,11,1,13,0,0,1.538461538,2,4067000,15.06827381,269230.7692,38888.88889
2500,30000000,133,160638883,12,16,1994,4,4,0,1,1,19,4,29,4,487.5,5,27.2,3,13.33333333,3,0.764705882,17,1,0.588235294,1,1790,0,2,25,4,0,2.84,7.4,43500000,17.21670797,1200000,225563.9098
2501,25000000,107,19829957,10,8,2010,4,4,0,1,1,15,4,25,4,537,5,25,2,23.5,3,1.9,10,1,2.4,1,1790,0,1,14,5,0,3.428571429,4.4,29050000,17.03438642,1785714.286,233644.8598
2503,3500000,91,28215918,4,26,1995,2,2,0,0,0,6,1,26,1,731,4,3.25,1,69,0,0.8,5,1,1.2,1,1790,0,1,18,6,0,4.333333333,6.2,5012000,15.06827381,194444.4444,38461.53846
2507,12500000,101,75993061,9,24,2011,5,3,1,1,0,17,4,20,1,1089,7,1.714285714,5,0,11,0.971014493,69,1,0.15942029,1,1790,0,1,54,7,0,2.833333333,12.4,14300000,16.34123928,231481.4815,123762.3762
2508,2000000,120,5967038,9,11,2005,6,3,0,1,0,11,2,68,4,677.5,3,0,1,12,2,1.1,10,1,0.9,1,1790,0,3,16,3,0,5.0625,4.8,2504000,14.50865824,125000,16666.66667
2509,4317946,106,14624826,2,24,2011,3,1,1,1,0,4,1,35,1,20,3,0,6,0,0,1,2,1,3,3,180.6666667,13,9,6,2,0,1,1,4939730.224,15.27829062,719657.6667,40735.33962
2510,8000000,98,3453043,6,17,2010,3,2,4,1,0,11,2,77,2,671.5,15,24.46666667,7,0,0,0,11,1,0.181818182,2,206,0,1,14,2,0,3.5,5.6,9296000,15.89495222,571428.5714,81632.65306
2511,1800000,93,532269,1,17,2013,3,1,3,1,1,8,1,13,3,572.6666667,2,10.5,0,0,0,0,4,1,0.25,0,0,18,1,9,0,0,1,1,1994400,14.40329778,200000,19354.83871
2513,25000000,89,50671850,10,16,1998,4,4,2,0,1,15,3,21,2,487,7,2.142857143,2,78.5,4,0.705882353,17,1,0.117647059,2,942,0,1,19,4,0,2.578947368,5.6,34450000,17.03438642,1315789.474,280898.8764
2514,18000000,108,12000000,7,24,1981,4,3,0,1,1,8,2,80,3,635,7,5,1,0,2,0.875,8,1,2,1,1790,0,1,17,3,0,2.764705882,6,30312000,16.70588237,1058823.529,166666.6667
2515,55000000,132,192330738,9,24,2014,2,3,3,1,1,13,2,114,3,540.3333333,27,14.03703704,6,19.83333333,12,0.585365854,82,1,0.073170732,1,1790,0,1,38,3,0,2.973684211,8.8,59950000,17.82284376,1447368.421,416666.6667
2516,6600000,124,1851517,8,20,2014,2,3,1,1,1,20,4,30,1,1089,6,11.66666667,3,0,1,0.105263158,19,1,0.315789474,3,94.33333333,0,3,12,4,1,3.416666667,6.4,7194000,15.70258036,550000,53225.80645
2517,32745300,117,12173470,4,6,2017,3,2,2,1,1,12,2,20,4,576.25,5,44.6,8,2.25,8,0.266666667,60,1,0.05,1,264,0,1,50,25,1,2.34,5.6,33924130.8,17.30427003,654906,279874.359
2518,97250400,116,132900000,1,13,2008,6,1,0,0,0,27,4,54,4,375,11,6.454545455,12,2.833333333,4,0.47826087,23,2,0.217391304,5,73,3,2,26,2,0,1.538461538,2.4,116505979.2,18.39279966,3740400,838365.5172
2519,90000000,113,201596308,6,5,2008,3,2,1,1,0,29,6,44,2,671.5,12,3.666666667,4,35.25,0,0,0,0,0,1,1790,0,2,20,0,0,0,0,107820000,18.31532024,4500000,796460.177
2520,950000,76,1500000,8,8,1973,2,3,0,1,1,13,2,20,3,642.6666667,19,9.263157895,2,0,0,0.5,4,1,2,1,1790,0,3,9,2,0,1.444444444,1.2,1736600,13.76421832,105555.5556,12500
2521,23000000,134,90614445,9,8,1976,2,3,0,0,1,9,2,66,2,732.5,6,4.166666667,2,67,3,0.518518519,27,1,0.074074074,1,1790,0,1,36,2,0,2.222222222,5.4,40802000,16.95100482,638888.8889,171641.791
2522,31000000,122,74134790,12,22,1989,4,4,0,1,1,6,1,70,3,560.3333333,5,11,3,71,3,7.1,10,1,2.3,1,1790,0,1,7,1,0,8.428571429,7.4,47740000,17.24949779,4428571.429,254098.3607
2523,3600000,84,5923044,3,13,1987,4,1,0,0,1,12,3,47,3,387.6666667,15,5.666666667,2,0,3,1.047619048,21,1,0.476190476,1,1790,0,1,9,1,0,2.666666667,3,5673600,15.09644468,400000,42857.14286
2524,6000000,96,3661757,12,16,1983,4,4,0,1,1,8,2,18,1,243,4,5.5,3,44.66666667,2,0.956521739,23,1,0.52173913,1,264,0,1,8,1,0,6.625,7.6,9888000,15.60727019,750000,62500
2526,47000000,99,30002758,11,27,2002,2,4,2,1,1,7,1,50,4,480.75,12,5.25,2,61.5,3,0.490909091,55,1,0.618181818,1,1790,0,1,13,3,0,4.846153846,7.8,61382000,17.66565818,3615384.615,474747.4747
2527,10000000,91,33697647,3,25,1983,4,1,0,1,1,13,2,38,2,732,6,10.66666667,2,91.5,2,2,11,1,0.636363636,1,1790,0,1,16,3,0,4.5625,4.6,16480000,16.11809575,625000,109890.1099
2528,4000000,164,44349000,6,5,2014,3,2,3,1,1,7,1,45,1,1089,11,6.363636364,2,0,4,1.178571429,28,1,0.642857143,1,1790,0,2,81,8,0,1.444444444,3.8,4360000,15.20180517,49382.71605,24390.2439
2529,6000000,131,7500000,1,13,1972,3,1,0,1,1,11,2,66,4,527,6,0.833333333,2,85.5,1,0.285714286,14,1,0.428571429,1,1790,0,1,15,2,0,2.4,4,11076000,15.60727019,400000,45801.52672
2530,25000000,128,3052000,10,26,1970,0,4,0,1,1,8,1,64,3,602,3,19.33333333,3,44.66666667,1,0.733333333,15,1,0.133333333,2,38,0,2,21,1,0,2.523809524,6.4,47050000,17.03438642,1190476.19,195312.5
2531,70000000,110,86658558,8,22,2007,2,3,2,1,0,11,2,20,3,778.3333333,14,14.71428571,5,40.8,10,2.181818182,22,1,0.454545455,2,960,0,2,19,5,0,6.315789474,9.4,85120000,18.06400581,3684210.526,636363.6364
2532,15000000,133,11300653,12,23,1994,4,4,0,1,0,13,1,36,2,910,9,6.222222222,1,35,1,0.428571429,14,1,0.857142857,1,1790,0,5,47,17,0,3.340425532,3.6,21750000,16.52356083,319148.9362,112781.9549
2533,250000000,169,1021103568,11,26,2012,0,4,1,0,0,33,5,32,3,392.3333333,20,2.5,4,33,8,1.44,50,1,0.44,2,902,0,1,30,1,0,5,9,281500000,19.33697148,8333333.333,1479289.941
2534,8000000,124,2019009,10,25,2005,1,4,2,1,0,15,2,149,1,1089,5,12.8,0,0,0,0,1,1,1,1,94,3,2,8,0,0,1.25,1.2,10016000,15.89495222,1000000,64516.12903
2535,75000000,89,54249294,10,30,2001,1,4,1,1,1,20,2,19,3,397,11,13.63636364,1,134,1,0.5,8,1,0.75,1,1790,0,1,9,3,0,5.444444444,8.8,99300000,18.13299868,8333333.333,842696.6292
2536,80000000,140,214104620,7,1,2009,2,3,3,1,0,14,2,63,3,523,6,2,7,29.14285714,5,0.444444444,108,1,0.175925926,1,1790,0,1,49,10,0,3.93877551,10.2,94400000,18.19753721,1632653.061,571428.5714
2538,21500000,98,4811525,8,4,2016,3,3,0,1,1,7,1,26,2,623,0,0,5,3,0,0,5,1,0.4,3,142,0,2,10,1,0,4.8,7.8,22661000,16.88356354,2150000,219387.7551
